IXPLoadingStatus	None Pending Initialized ErrorInvalidUser ErrorConnection ErrorJsonParse ErrorTimedOut	
JoinSource	CreatedItemAttribution	
JointCreationMode	All Surface None	The way joints are created between two surfaces.
KeyCode	Unknown Backspace Tab Clear Return Pause Escape Space QuotedDouble Hash Dollar Percent Ampersand Quote LeftParenthesis RightParenthesis Asterisk Plus Comma Minus Period Slash Zero One Two Three Four Five Six Seven Eight Nine Colon Semicolon LessThan Equals GreaterThan Question At LeftBracket BackSlash RightBracket Caret Underscore Backquote A B C D E F G H I J K L M N O P Q R S T U V W X Y Z LeftCurly Pipe RightCurly Tilde Delete World0 World1 World2 World3 World4 World5 World6 World7 World8 World9 World10 World11 World12 World13 World14 World15 World16 World17 World18 World19 World20 World21 World22 World23 World24 World25 World26 World27 World28 World29 World30 World31 World32 World33 World34 World35 World36 World37 World38 World39 World40 World41 World42 World43 World44 World45 World46 World47 World48 World49 World50 World51 World52 World53 World54 World55 World56 World57 World58 World59 World60 World61 World62 World63 World64 World65 World66 World67 World68 World69 World70 World71 World72 World73 World74 World75 World76 World77 World78 World79 World80 World81 World82 World83 World84 World85 World86 World87 World88 World89 World90 World91 World92 World93 World94 World95 KeypadZero KeypadOne KeypadTwo KeypadThree KeypadFour KeypadFive KeypadSix KeypadSeven KeypadEight KeypadNine KeypadPeriod KeypadDivide KeypadMultiply KeypadMinus KeypadPlus KeypadEnter KeypadEquals Up Down Right Left Insert Home End PageUp PageDown F1 F2 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 NumLock CapsLock ScrollLock RightShift LeftShift RightControl LeftControl RightAlt LeftAlt RightMeta LeftMeta LeftSuper RightSuper Mode Compose Help Print SysReq Break Menu Power Euro Undo ButtonX ButtonY ButtonA ButtonB ButtonR1 ButtonL1 ButtonR2 ButtonL2 ButtonR3 ButtonL3 ButtonStart ButtonSelect DPadLeft DPadRight DPadUp DPadDown Thumbstick1 Thumbstick2 Thumbstick1Up Thumbstick1Down Thumbstick1Left Thumbstick1Right Thumbstick2Up Thumbstick2Down Thumbstick2Left Thumbstick2Right MouseLeftButton MouseRightButton MouseMiddleButton MouseBackButton MouseNoButton MouseX MouseY MousePosition TouchPosition MouseWheel TrackpadPan TrackpadPinch MouseDelta TouchDelta TouchPinch	Byte keycodes that represent the key or button involved in user input.
KeyInterpolationMode	Constant Linear Cubic	Describes the interpolation method between two keys.
KeywordFilterType	Include Exclude	Determines if a filter is 'inclusive' or 'exclusive'.
Language	Default	
LeftRight	Left Center Right	The LeftRight Enum is used to set where the object is on the side of its parent.
LexemeType	Eof Name QuotedString Number And Or Equal TildeEqual GreaterThan GreaterThanEqual LessThan LessThanEqual Colon Dot LeftParenthesis RightParenthesis Star DoubleStar ReservedSpecial	
LightingStyle	Realistic Soft	Enum used by `Class.Lighting.LightingStyle` to indicate the artistic intent behind lighting in the experience.
Limb	Head Torso LeftArm RightArm LeftLeg RightLeg Unknown	Describes which limb a particular Instance belongs to (assuming the Instance is part of a Humanoid).
LineJoinMode	Round Bevel Miter	This enum is used by `Class.UIStroke.LineJoinMode` to determine how corners are interpreted.
ListDisplayMode	Horizontal Vertical	Used to set the scrolling mode of the Advanced Objects tab.
ListenerLocation	Default None Character Camera	Enum used with `Class.SoundService.DefaultListenerLocation` to determine where an `Class.AudioListener` is placed by default.
ListenerType	Camera CFrame ObjectPosition ObjectCFrame	Defines where and how the listener is positioned when picking up spatial audio.
LiveEditingAtomicUpdateResponse	Success FailureGuidNotFound FailureHashMismatch FailureOperationIllegal	
LiveEditingBroadcastMessageType	Normal Warning Error	
LoadCharacterLayeredClothing	Default Disabled Enabled	Indicates whether characters spawning into an experience will have layered clothing accessories equipped on them.
LoadDynamicHeads	Default Disabled Enabled	
LocationType	Character Camera ObjectPosition	
LuauTypeCheckMode	Default NoCheck Nonstrict Strict	The Luau type checking mode for scripts in the experience.
MakeupType	Face Lip Eye	
MarketplaceBulkPurchasePromptStatus	Completed Aborted Error	The status of the BulkPurchasePrompt after player interaction.
MarketplaceItemPurchaseStatus	Success SystemError AlreadyOwned InsufficientRobux QuantityLimitExceeded QuotaExceeded NotForSale NotAvailableForPurchaser PriceMismatch SoldOut PurchaserIsSeller InsufficientMembership PlaceInvalid	The status of the item purchase through MarketplaceService.
MarketplaceProductType	AvatarAsset AvatarBundle	Indicates if an avatar item is an asset or bundle. Used with MarketplaceService and similar services.
MarkupKind	PlainText Markdown	
MatchmakingType	Default XboxOnly PlayStationOnly	Used with `Class.DataModel.MatchmakingType` to represent how players in the server are handled by matchmaking.
Material	Plastic SmoothPlastic Neon Wood WoodPlanks Marble Basalt Slate CrackedLava Concrete Limestone Granite Pavement Brick Pebble Cobblestone Rock Sandstone CorrodedMetal DiamondPlate Foil Metal Grass LeafyGrass Sand Fabric Snow Mud Ground Asphalt Salt Ice Glacier Glass ForceField Air Water Cardboard Carpet CeramicTiles ClayRoofTiles RoofShingles Leather Plaster Rubber	Materials used for parts and/or terrain.
MaterialPattern	Regular Organic	Describes the pattern of material. Affects texture tiling method.
MembershipType	None BuildersClub TurboBuildersClub OutrageousBuildersClub Premium	The membership type of a Player.
MeshPartDetailLevel	DistanceBased Level00 Level01 Level02 Level03 Level04 Level05 Level06 Level07 Level08 Level09	The level of detail of `MeshParts` displayed in Studio.
MeshPartHeadsAndAccessories	Default Disabled Enabled	Controls the `Class.Workspace.MeshPartHeadsAndAccessories` feature.
MeshScaleUnit	Stud Meter CM MM Foot Inch	
MeshType	Head Torso Wedge Sphere Cylinder FileMesh Brick Prism Pyramid ParallelRamp RightAngleRamp CornerWedge	The MeshType Enum is used to set what type of mesh the `Class.SpecialMesh` is.
MessageType	MessageOutput MessageInfo MessageWarning MessageError	Message category and severity level.
ModelLevelOfDetail	Automatic StreamingMesh Disabled SLIM	Controls the level of detail for `Class.Model|Models` in experiences with instance streaming enabled.
ModelStreamingBehavior	Default Legacy Improved	Controls how `Class.Model|Models` are sent to clients in experiences with instance streaming enabled.
ModelStreamingMode	Default Atomic Persistent PersistentPerPlayer Nonatomic	Controls stream in and out behavior of a model.
ModerationStatus	ReviewedApproved ReviewedRejected NotReviewed NotApplicable Invalid	
ModifierKey	Shift Ctrl Alt Meta	
MouseBehavior	Default LockCenter LockCurrentPosition	Sets the user's mouse behavior.
MoveState	Stopped Coasting Pushing Stopping AirFree	Represents the state of a `Class.SkateboardPlatform`.
MuteState	Unmuted Muted	
NameOcclusion	NoOcclusion EnemyOcclusion OccludeAll	The NameOcclusion Enum is used to set the `Class.Humanoid.NameOcclusion` property.
NegateOperationHiddenHistory	None NegatedUnion NegatedIntersection	
NetworkOwnership	Automatic Manual OnContact	Defines how simulation authority is determined for the Network Ownership Unit/Mechanism this part is attached to.
NetworkStatus	Unknown Connected Disconnected	
NoiseType	SimplexGabor	
NormalId	Right Top Back Left Bottom Front	The NormalId Enum sets which side/face of a Part is used.
NotificationButtonType	Primary Secondary	
OperationType	Null Union Subtraction Intersection Primitive	
OrientationAlignmentMode	OneAttachment TwoAttachment	The OrientationAlignmentMode Enum is used to select the number of `Class.Attachment|Attachments` used in an alignment.
OutfitSource	All Created Purchased	
OutfitType	All Avatar DynamicHead Shoes Makeup	
OutputLayoutMode	Horizontal Vertical	Sets the layout mode of the output.
OverrideMouseIconBehavior	None ForceShow ForceHide	Overrides the behavior of the mouse icon to either force that it is always shown or force that it is always hidden.
PackagePermission	None NoAccess Revoked UseView Edit Own	Indicates the current user's or group roleset's permission to the package.
ParticleEmitterShape	Box Sphere Cylinder Disc	
ParticleEmitterShapeInOut	Outward Inward InAndOut	
ParticleEmitterShapeStyle	Volume Surface	
ParticleFlipbookLayout	None Grid2x2 Grid4x4 Grid8x8 Custom	Determines the layout of the flipbook texture.
ParticleFlipbookMode	Loop OneShot PingPong Random	Determines the type of the flipbook animation.
ParticleFlipbookTextureCompatible	NotCompatible Compatible Unknown	
ParticleOrientation	FacingCamera FacingCameraWorldUp VelocityParallel VelocityPerpendicular	
PartType	Ball Block Cylinder Wedge CornerWedge	Controls the `Class.Part.Shape` of an object.
PathfindingUseImprovedSearch	Default Disabled Enabled	Controls whether `Class.PathfindingService` uses an improved search algorithm.
PathStatus	Success ClosestNoPath ClosestOutOfRange FailStartNotEmpty FailFinishNotEmpty NoPath	The success of a `Class.Path` generated by `Class.PathfindingService`.
PathWaypointAction	Walk Jump Custom	Describes the action to take when a `Datatype.PathWaypoint` is reached.
PeoplePageLayout	Card List	
PermissionLevelShown	Game RobloxGame RobloxScript Studio Roblox	Used to set the highest permission level that APIs have to have in order to be shown in the Object Browser.
PhysicalConstraintType	AnimationConstraint Motor6D	
PhysicsSimulationRate	Fixed240Hz Fixed120Hz Fixed60Hz	
PhysicsSteppingMethod	Default Fixed Adaptive	
Platform	Windows OSX IOS Android XBoxOne PS4 PS3 XBox360 WiiU NX Ouya AndroidTV Chromecast Linux SteamOS WebOS DOS BeOS UWP PS5 MetaOS Web None	Host operating system of the client.
PlaybackState	Begin Delayed Playing Paused Completed Cancelled	Describes the current state of a `Class.Tween` in its `Class.Tween.PlaybackState` property.
PlayerActions	CharacterForward CharacterBackward CharacterLeft CharacterRight CharacterJump	References a movement action taken by a player.
PlayerCharacterDestroyBehavior	Default Disabled Enabled	Controls destruction behavior when a player character is removed.
PlayerChatType	All Team Whisper	Determines the style of a chat message.
PlayerDataErrorState	LoadFailed FlushFailed ReleaseFailed None	
PlayerDataLoadFailureBehavior	Failure FallbackToDefault Kick	
PlayerExitReason	Unknown PlatformKick CreatorKick	An enum that specifies the reason for **Players.PlayerRemoving** signal.
PlayerPlatformSpenderStatus	Unknown Active OtherPayer	Describes a player's platform-wide spender status bucket.
PluginConnectionTargetType	Edit Test	
PoseEasingDirection	In Out InOut	Used exclusively by Pose.EasingDirection to specify direction of the EasingStyle curve.
PoseEasingStyle	Linear Constant Elastic Cubic Bounce CubicV2	
PositionAlignmentMode	OneAttachment TwoAttachment	The PositionAlignmentMode Enum is used to select the number of `Class.Attachment|Attachments` used in an alignment.
PredictionMode	Automatic On Off	Enum used with `Class.RunService:SetPredictionMode()` to define the prediction mode for the instance.
PredictionStatus	Authoritative Predicted None	Enum used with `Class.RunService:GetPredictionStatus()` to check the status of a specific instance.
PreferredInput	KeyboardAndMouse Gamepad Touch	This enum is used with `Class.UserInputService.PreferredInput` to indicate the primary input type a player is likely using.
PreferredTextSize	Medium Large Larger Largest	This enum is used with `Class.GuiService.PreferredTextSize` to indicate the player's preferred text size.
PrimalPhysicsSolver	Default Experimental Disabled	Controls whether the experimental Primal Physics Solver is enabled.
PrimitiveType	Null Ball Cylinder Block Wedge CornerWedge	
PrivilegeType	Banned Visitor Member Admin Owner	
ProductLocationRestriction	AvatarShop AllowedGames AllGames	
ProductPurchaseChannel	InExperience ExperienceDetailsPage AdReward CommerceProduct	Enum which works with `Class.MarketplaceService` to represent how the user acquired the developer product.
ProductPurchaseDecision	NotProcessedYet PurchaseGranted	The `ProductPurchaseDecisionEnum` works with `Class.MarketplaceService` to indicate the status of the sale of developer products.
PromptCreateAssetResult	Success PermissionDenied Timeout UploadFailed NoUserInput UnknownFailure UGCValidationFailed ModeratedName PurchaseFailure TokenInvalid	
PromptCreateAvatarResult	Success PermissionDenied Timeout UploadFailed NoUserInput InvalidHumanoidDescription UGCValidationFailed ModeratedName MaxOutfits PurchaseFailure UnknownFailure TokenInvalid	
PromptExperienceDetailsResult	PromptClosed TeleportAttempted	
PromptPublishAssetResult	Success PermissionDenied Timeout UploadFailed NoUserInput UnknownFailure	
PropertyStatus	Ok Warning Error	
ProximityPromptExclusivity	OnePerButton OneGlobally AlwaysShow	
ProximityPromptInputType	Keyboard Gamepad Touch	
ProximityPromptStyle	Default Custom	
QualityLevel	Automatic Level01 Level02 Level03 Level04 Level05 Level06 Level07 Level08 Level09 Level10 Level11 Level12 Level13 Level14 Level15 Level16 Level17 Level18 Level19 Level20 Level21	Controls the rendering quality of the game.
R15CollisionType	OuterBox InnerBox	Collision behavior type for a R15 character.
RaycastFilterType	Exclude Include	Used in a `Datatype.RaycastParams` object to determine how its `Datatype.RaycastParams.FilterDescendantsInstances|FilterDescendantsInstances` list will be used.
ReadCapturesFromGalleryResult	Success NeedPermission	
ReceiptDecision	NotProcessedYet Processed	`ReceiptDecision` works with `Class.MarketplaceService` to indicate the acknowledgement of receipts.
ReceiptType	DeveloperProduct RobuxTransferSender RobuxTransferReceiver	`ReceiptType` is used to work with server-sided receipt processing.
RecommendationActionType	AddReaction RemoveReaction Share Report Comment Play Purchase	
RecommendationDepartureIntent	Neutral Positive Negative	
RecommendationImpressionType	View NotViewable	
RecommendationItemContentType	Static Dynamic Interactive	
RecommendationItemVisibility	Private Public	
RecommendationPreferenceTargetType	User Universe CustomTag	
RecommendationPreferenceType	AddFollow RemoveFollow AddMute RemoveMute	
RejectCharacterDeletions	Default Disabled Enabled	Controls whether the server rejects client attempts to delete player characters.
RenderFidelity	Automatic Precise Performance	Determines the level of detail that solid modeled and mesh parts will be shown in.
RenderingCacheOptimizationMode	Default Disabled Enabled	Controls rendering cache optimization behavior.
RenderingTestComparisonMethod	psnr diff	
RenderPriority	First Input Camera Character Last	A list of standard reserved values in BindToRenderStep.
ReplicateInstanceDestroySetting	Default Disabled Enabled	Controls how `Instance:Destroy()` calls are replicated from server to clients.
ResamplerMode	Default Pixelated	Determines the image filtering used.
ReservedHighlightId	Standard Active Hover Selection NegatedPart	
RestPose	Default RotationsReset Custom	
ReturnKeyType	Default Done Go Next Search Send	
ReverbType	NoReverb GenericReverb PaddedCell Room Bathroom LivingRoom StoneRoom Auditorium ConcertHall Cave Arena Hangar CarpettedHallway Hallway StoneCorridor Alley Forest City Mountains Quarry Plain ParkingLot SewerPipe UnderWater	The ReverbType Enum allows you to make audio in your game sound different, depending on what "area" the sounds are in.
RibbonTool	Select Scale Rotate Move Transform ColorPicker MaterialPicker Group Ungroup None PivotEditor	
RigScale	Default Rthro RthroNarrow	
RigType	R15 CustomHumanoid Custom None	The type of rig being imported with the 3D Importer.
RollOffMode	Inverse Linear LinearSquare InverseTapered	How `Class.Sound|Sounds` parented to a `Class.BasePart` or `Class.Attachment` attenuate (fade out) as the distance between the listener and the parent increases.
RolloutState	Default Disabled Enabled	A three-phase rollout state used to opt in or out of engine features.
RotationOrder	XYZ XZY YZX YXZ ZXY ZYX	The order of rotation axes used for Euler angles encoding of rotations.
RotationType	MovementRelative CameraRelative	
RsvpStatus	None Going NotGoing	
RtlTextSupport	Default Disabled Enabled	
RunContext	Legacy Server Client Plugin	
RunState	Stopped Running Paused	
RuntimeUndoBehavior	Aggregate Snapshot Hybrid	
SafeAreaCompatibility	None FullscreenExtension	Describes how descendants of a `Class.ScreenGui` adapt to screens with cutouts.
SalesTypeFilter	All Collectibles Premium TimedOptions	
SandboxedInstanceMode	Default Experimental	Controls whether sandboxed instance mode (script capabilities) is enabled.
SaveAvatarThumbnailCustomizationFailure	BadThumbnailType BadYRotDeg BadFieldOfViewDeg BadDistanceScale Other Throttled	
SavedQualitySetting	Automatic QualityLevel1 QualityLevel2 QualityLevel3 QualityLevel4 QualityLevel5 QualityLevel6 QualityLevel7 QualityLevel8 QualityLevel9 QualityLevel10	
SaveFilter	SaveWorld SaveGame SaveAll	Used by `Class.DataModel.SavePlace` to determine the type of save operation This enum determines which aspects of the current place are saved, based on the following options.
ScaleType	Stretch Slice Tile Fit Crop	Determines how an image (of a `Class.ImageLabel` or `Class.ImageButton`) is scaled.
ScopeCheckResult	ConsentAccepted InvalidScopes Timeout NoUserInput BackendError UnexpectedError InvalidArgument ConsentDenied	
ScreenInsets	None DeviceSafeInsets CoreUISafeInsets TopbarSafeInsets	Insets associated with various screen safe areas.
ScreenOrientation	LandscapeLeft LandscapeRight LandscapeSensor Portrait Sensor	The preference of in-game screen orientation on hand-held devices.
ScrollBarInset	None ScrollBar Always	This enum is used with `Class.ScrollingFrame.HorizontalScrollBarInset` and `Class.ScrollingFrame.VerticalScrollBarInset` to indicate whether the canvas should be inset by `Class.ScrollingFrame.ScrollBarThickness|ScrollBarThickness` for the respective scroll bar.
ScrollingDirection	X Y XY	This enum is used by `Class.ScrollingFrame.ScrollingDirection` to specify the direction(s) in which scrolling is allowed.
SecurityCapability	RunClientScript RunServerScript AccessOutsideWrite AssetRequire LoadString ScriptGlobals CreateInstances Basic Audio DataStore Network Physics UI CSG Chat Animation Avatar Input Environment RemoteEvent LegacySound Players CapabilityControl Plugin LocalUser WritePlayer RobloxScript RobloxEngine Unassigned InternalTest PluginOrOpenCloud Assistant RemoteCommand AssetRead AssetManagement DynamicGeneration PlatformAvatarEditing AssetCreateUpdate Capture SensitiveInput Monetization LoadOwnedAsset Social ServerCommunication Logging PromptExternalPurchase Groups Teleport Consequences Material AvatarBehavior AvatarAppearance LoadUnownedAsset	
SelectionBehavior	Escape Stop	Customization options for gamepad selection when `Class.GuiBase2d.SelectionGroup` is true.
SelectionRenderMode	Outlines BoundingBoxes Both	
SelfViewPosition	LastPosition TopLeft TopRight BottomLeft BottomRight	Defines the screen location of the current player's self view.
SensorMode	Floor Ladder ClassicFloor ClassicLadder	
SensorUpdateType	OnRead Manual	
ServerLiveEditingMode	Uninitialized Enabled Disabled	
ServiceVisibility	Always Off WithChildren	
Severity	Error Warning Information Hint	
ShowAdResult	ShowCompleted AdNotReady AdAlreadyShowing InternalError ShowInterrupted InsufficientMemory	
SignalBehavior	Default Immediate Deferred AncestryDeferred	Determines when the engine resumes event handlers.
SizeConstraint	RelativeXY RelativeXX RelativeYY	Used to constrain the scale of a GUI object.
SolverConvergenceMetricType	IterationBased AlgorithmAgnostic	
SolverConvergenceVisualizationMode	Disabled PerIsland PerEdge	
SortDirection	Ascending Descending	
SortOrder	Name Custom LayoutOrder	Used by `Class.UIGridStyleLayout.SortOrder` to order the elements in the layout.
SpecialKey	Insert Home End PageUp PageDown ChatHotkey	
StartCorner	TopLeft TopRight BottomLeft BottomRight	Used by `Class.UIGridLayout.StartCorner` to decide where the first element is placed.
StateObjectFieldType	Boolean CFrame Color3 Float Instance Random Vector2 Vector3 INVALID	
Status	Poison Confusion	This enum was used with the unfinished `Class.Status` library.
StepFrequency	Hz60 Hz30 Hz15 Hz10 Hz5 Hz1	Enum used with `Class.RunService:BindToSimulation()` to indicate the frequency at which the bound function is called.
StreamingIntegrityMode	Default Disabled MinimumRadiusPause PauseOutsideLoadedArea	Determines how a user's client should handle not having enough content streamed in.
StreamingPauseMode	Default Disabled ClientPhysicsPause	Determines how a client should handle not having enough content streamed in to continue playing properly.
StreamOutBehavior	Default LowMemory Opportunistic	Determines how content is streamed out from `Class.Player` clients.
StrokeSizingMode	FixedSize ScaledSize	Used by `Class.UIStroke.StrokeSizingMode` to determine whether the stroke's `Class.UIStroke.Thickness|Thickness` will be measured in pixels or be relative to the parent.
StudioCaptureBufferStatus	NotStarted Pending Ready Error	
StudioCaptureScreenshotFormat	RGBA8 PNG	
StudioCloseMode	None CloseStudio CloseDoc LogOut	
StudioDataModelType	Edit PlayClient PlayServer Standalone None	
StudioPlaceUpdateFailureReason	Other TeamCreateConflict	
StudioScriptEditorColorCategories	Default Operator Number String Comment Keyword Builtin Method Property Nil Bool Function Local Self LuauKeyword FunctionName TODO Background SelectionText SelectionBackground FindSelectionBackground MatchingWordBackground Warning Error Info Hint Whitespace ActiveLine DebuggerCurrentLine DebuggerErrorLine Ruler Bracket Type MenuPrimaryText MenuSecondaryText MenuSelectedText MenuBackground MenuSelectedBackground MenuScrollbarBackground MenuScrollbarHandle MenuBorder DocViewCodeBackground AICOOverlayText AICOOverlayButtonBackground AICOOverlayButtonBackgroundHover AICOOverlayButtonBackgroundPressed IndentationRuler	
StudioScriptEditorColorPresets	RobloxDefault Extra1 Extra2 Custom	
StudioStyleGuideColor	MainBackground Titlebar Dropdown Tooltip Notification ScrollBar ScrollBarBackground TabBar Tab FilterButtonDefault FilterButtonHover FilterButtonChecked FilterButtonAccent FilterButtonBorder FilterButtonBorderAlt RibbonTab RibbonTabTopBar Button MainButton RibbonButton ViewPortBackground InputFieldBackground Item TableItem CategoryItem GameSettingsTableItem GameSettingsTooltip EmulatorBar EmulatorDropDown ColorPickerFrame CurrentMarker Border DropShadow Shadow Light Dark Mid MainText SubText TitlebarText BrightText DimmedText LinkText WarningText ErrorText InfoText SensitiveText ScriptSideWidget ScriptBackground ScriptText ScriptSelectionText ScriptSelectionBackground ScriptFindSelectionBackground ScriptMatchingWordSelectionBackground ScriptOperator ScriptNumber ScriptString ScriptComment ScriptKeyword ScriptBuiltInFunction ScriptWarning ScriptError ScriptInformation ScriptHint ScriptWhitespace ScriptRuler DocViewCodeBackground DebuggerCurrentLine DebuggerErrorLine DiffFilePathText DiffTextHunkInfo DiffTextNoChange DiffTextAddition DiffTextDeletion DiffTextSeparatorBackground DiffTextNoChangeBackground DiffTextAdditionBackground DiffTextDeletionBackground DiffLineNum DiffLineNumSeparatorBackground DiffLineNumNoChangeBackground DiffLineNumAdditionBackground DiffLineNumDeletionBackground DiffFilePathBackground DiffFilePathBorder ChatIncomingBgColor ChatIncomingTextColor ChatOutgoingBgColor ChatOutgoingTextColor ChatModeratedMessageColor Separator ButtonBorder ButtonText InputFieldBorder CheckedFieldBackground CheckedFieldBorder CheckedFieldIndicator HeaderSection Midlight StatusBar DialogButton DialogButtonText DialogButtonBorder DialogMainButton DialogMainButtonText InfoBarWarningBackground InfoBarWarningText ScriptEditorCurrentLine ScriptMethod ScriptProperty ScriptNil ScriptBool ScriptFunction ScriptLocal ScriptSelf ScriptLuauKeyword ScriptFunctionName ScriptTodo ScriptBracket AttributeCog AICOOverlayText AICOOverlayButtonBackground AICOOverlayButtonBackgroundHover AICOOverlayButtonBackgroundPressed OnboardingCover OnboardingHighlight OnboardingShadow BreakpointMarker DiffLineNumHover DiffLineNumSeparatorBackgroundHover	
StudioStyleGuideModifier	Default Selected Pressed Disabled Hover	
Style	AlternatingSupports BridgeStyleSupports NoSupports	The Style Enum is used to set what style of supports the `Class.TrussPart` has.
SubscriptionExpirationReason	ProductInactive ProductDeleted SubscriberCancelled SubscriberRefunded Lapsed	
SubscriptionPaymentStatus	Paid Refunded	
SubscriptionPeriod	Month	
SubscriptionState	NeverSubscribed SubscribedWillRenew SubscribedWillNotRenew SubscribedRenewalPaymentPending Expired	
SurfaceConstraint	None Hinge SteppingMotor Motor	This item is deprecated and is replaced by the `Enum.SurfaceType` enum.
SurfaceGuiShape	Flat CurvedHorizontally	
SurfaceGuiSizingMode	FixedSize PixelsPerStud	Used by `Class.SurfaceGui.SizingMode` to control the sizing behavior of a `Class.SurfaceGui`.
SurfaceType	Smooth Glue Weld Studs Inlet Universal Hinge Motor SteppingMotor SmoothNoOutlines	Used to determine how a surface should be displayed on a part and how automatic surface joints should behave.
SwipeDirection	Right Left Up Down None	The direction that a user is swiping on their touch screen.
SystemThemeValue	error light dark systemLight systemDark	
TableMajorAxis	RowMajor ColumnMajor	Used by `Class.UITableLayout.MajorAxis` to decide whether direct siblings are rows or columns.
TeamCreateErrorState	PlaceSizeTooLarge PlaceSizeApproachingLimit PlaceUploadFailing NoError	
Technology	Legacy Voxel Compatibility ShadowMap Future Unified	Enum used by `Class.Lighting.Technology` to represent the different lighting systems available for rendering the 3D world.
TeleportMethod	TeleportToSpawnByName TeleportToPlaceInstance TeleportToPrivateServer TeleportPartyAsync TeleportToVIPServer TeleportToInstanceBack TeleportUnknown	
TeleportResult	Success Failure GameNotFound GameEnded GameFull Unauthorized Flooded IsTeleporting	Describes the result of a teleport.
TeleportState	RequestedFromServer Started WaitingForServer Failed InProgress	Determines the current teleportation state of a player.
TeleportType	ToPlace ToInstance ToReservedServer ToVIPServer ToInstanceBack	Determines the type of teleport destination for a `Class.TeleportService` teleport call.
TerrainAcquisitionMethod	None Legacy Template Generate Import Convert EditAddTool EditSeaLevelTool EditReplaceTool RegionFillTool RegionPasteTool Other	
TerrainFace	Top Side Bottom	
TextChatMessageStatus	Unknown Success Sending TextFilterFailed Floodchecked InvalidPrivacySettings InvalidTextChannelPermissions MessageTooLong ModerationTimeout	Indicates the status of a `Class.TextChatMessage`.
TextDirection	Auto LeftToRight RightToLeft	
TextFilterContext	PublicChat PrivateChat	
TextInputType	Default NoSuggestions Number Email Phone Password PasswordShown Username OneTimePassword NewPassword NewPasswordShown	
TextTruncate	None AtEnd SplitWord	Controls the truncation of text when using the `TextTruncate` property.
TextureMode	Stretch Wrap Static	Describes how the texture of a `Class.Trail` or `Class.Beam` behaves.
TextureQueryType	NonHumanoid NonHumanoidOrphaned Humanoid HumanoidOrphaned	Used to get memory information about textures.
TextXAlignment	Left Right Center	Determines horizontal alignment of text.
TextYAlignment	Top Center Bottom	Determines vertical alignment of text.
ThreadPoolConfig	Auto Threads1 Threads2 Threads3 Threads4 Threads8 Threads16 PerCore1 PerCore2 PerCore3 PerCore4	Thread pooling scheme for the task scheduler.
ThrottlingPriority	Default ElevatedOnServer Extreme	Amount of throttling to apply.
ThumbnailSize	Size48x48 Size180x180 Size420x420 Size60x60 Size100x100 Size150x150 Size352x352	
ThumbnailType	HeadShot AvatarBust AvatarThumbnail	
TickCountSampleMethod	Fast Benchmark Precise	Controls the precision of a timer.
TonemapperPreset	Default Retro	
TopBottom	Top Center Bottom	Sets where the object is on the side of its parent.
TouchCameraMovementMode	Default Classic Follow Orbital	Changes the touch camera movement mode currently in-use by the client using a TouchEnabled device.
TouchMovementMode	Default Thumbstick DPad Thumbpad ClickToMove DynamicThumbstick	The movement mode used by a client with a TouchEnabled device.
TrackerError	Ok NoService InitFailed NoVideo VideoError VideoNoPermission VideoUnsupported NoAudio AudioError AudioNoPermission UnsupportedDevice	
TrackerExtrapolationFlagMode	ForceDisabled ExtrapolateFacsAndPose ExtrapolateFacsOnly Auto	
TrackerFaceTrackingStatus	FaceTrackingSuccess FaceTrackingNoFaceFound FaceTrackingUnknown FaceTrackingLost FaceTrackingHasTrackingError FaceTrackingIsOccluded FaceTrackingUninitialized	
TrackerLodFlagMode	ForceFalse ForceTrue Auto	
TrackerLodValueMode	Force0 Force1 Auto	
TrackerMode	None Audio Video AudioVideo	
TrackerPromptEvent	LODCameraRecommendDisable	
TrackerType	None Face UpperBody	
TriStateBoolean	Unknown True False	
TweenStatus	Canceled Completed	The completion status of a `Class.GuiObject` tween function.
UICaptureMode	All None	Used to determine what UI elements should be captured with `Class.CaptureService`.
UIDragDetectorBoundingBehavior	Automatic EntireObject HitPoint	Used with `Class.UIDragDetector` to determine bounding behavior of the dragged UI object when `Class.UIDragDetector.BoundingUI` is set.
UIDragDetectorDragRelativity	Absolute Relative	Used with `Class.DragDetector` to set the paradigm which defines the relativity of inputs/outputs from a custom drag function.
UIDragDetectorDragSpace	Parent LayerCollector Reference	Used with `Class.DragDetector` to set the paradigm which defines the space of inputs/outputs from a custom drag function.
UIDragDetectorDragStyle	TranslatePlane TranslateLine Rotate Scriptable	Used with `Class.UIDragDetector` as the paradigm to generate proposed motion, given a stream of input position vectors.
UIDragDetectorResponseStyle	Offset Scale CustomOffset CustomScale	Describes how the clicked `Class.GuiObject` will be treated once the desired motion has been calculated.
UIDragSpeedAxisMapping	XY XX YY	Used with `Class.UIDragDetector.UIDragSpeedAxisMapping` to determine the **X**/**Y** dimension dragging speeds.
UIFlexAlignment	None Fill SpaceAround SpaceBetween SpaceEvenly	In a `Class.UIListLayout` flex layout, specifies how to distribute extra space in the parent container.
UIFlexMode	None Grow Shrink Fill Custom	Used with `Class.UIFlexItem.FlexMode` to define how the parent `Class.GuiObject` grows or shrinks.
UiMessageType	UiMessageError UiMessageInfo	Controls the UI message under the `Class.GuiService`.
UITheme	Light Dark	
